customer_id,customer_name,customer_segment,city,country,signup_date
CUST-00056,Synthetic Customer 00056,Consumer,Hamburg,DE,2022-02-10
CUST-00057,Synthetic Customer 00057,Mid-Market,Hamburg,DE,2025-06-11
CUST-00058,Synthetic Customer 00058,Consumer,Warsaw,PL,2025-04-02
CUST-00059,Synthetic Customer 00059,Consumer,Berlin,DE,2023-10-26
CUST-00060,Synthetic Customer 00060,Consumer,Hamburg,DE,2022-01-27
CUST-00061,Synthetic Customer 00061,Enterprise,Berlin,DE,2023-10-31
CUST-00062,Synthetic Customer 00062,Small Business,Hamburg,DE,2022-09-17
CUST-00063,Synthetic Customer 00063,Small Business,Munich,DE,2022-08-22
CUST-00064,Synthetic Customer 00064,Small Business,Hamburg,DE,2024-08-19
CUST-00065,Synthetic Customer 00065,Small Business,Cologne,DE,2024-10-09
CUST-00066,Synthetic Customer 00066,Consumer,Hamburg,DE,2024-06-26
CUST-00067,Synthetic Customer 00067,Consumer,Berlin,DE,2024-08-02
CUST-00068,Synthetic Customer 00068,Small Business,Munich,DE,2025-07-19
CUST-00069,Synthetic Customer 00069,Small Business,Berlin,DE,2022-07-01
CUST-00070,Synthetic Customer 00070,Consumer,Hamburg,DE,2022-09-21
CUST-00071,Synthetic Customer 00071,Consumer,Leipzig,DE,2023-09-29
CUST-00072,Synthetic Customer 00072,Consumer,Frankfurt,DE,2025-04-27
CUST-00073,Synthetic Customer 00073,Consumer,Hamburg,DE,2022-03-01
CUST-00074,Synthetic Customer 00074,Consumer,Leipzig,DE,2021-11-05
CUST-00075,Synthetic Customer 00075,Consumer,Munich,DE,2023-09-26
CUST-00076,Synthetic Customer 00076,Consumer,Munich,DE,2021-12-02
CUST-00077,Synthetic Customer 00077,Small Business,Munich,DE,2023-05-09
CUST-00078,Synthetic Customer 00078,Consumer,Leipzig,DE,2025-03-20
CUST-00079,Synthetic Customer 00079,Small Business,Cologne,DE,2024-03-28
CUST-00080,Synthetic Customer 00080,Small Business,Berlin,DE,2024-08-08
CUST-00081,Synthetic Customer 00081,Mid-Market,Düsseldorf,DE,2022-11-02
CUST-00082,Synthetic Customer 00082,Small Business,Berlin,DE,2022-02-08
CUST-00083,Synthetic Customer 00083,Consumer,Berlin,DE,2024-12-24
CUST-00084,Synthetic Customer 00084,Small Business,Munich,DE,2023-10-03
CUST-00085,Synthetic Customer 00085,Consumer,Cologne,DE,2024-03-19
CUST-00086,Synthetic Customer 00086,Small Business,Cologne,DE,2023-12-18
CUST-00087,Synthetic Customer 00087,Small Business,Munich,DE,2025-06-05
CUST-00088,Synthetic Customer 00088,Consumer,Berlin,DE,2025-05-06
CUST-00089,Synthetic Customer 00089,Consumer,Munich,DE,2025-07-09
CUST-00090,Synthetic Customer 00090,Consumer,Munich,DE,2024-10-14
CUST-00091,Synthetic Customer 00091,Consumer,Berlin,DE,2025-05-25
CUST-00092,Synthetic Customer 00092,Consumer,Cologne,DE,2025-06-29
CUST-00093,Synthetic Customer 00093,Consumer,Leipzig,DE,2024-12-16
CUST-00094,Synthetic Customer 00094,Consumer,Berlin,DE,2023-12-20
CUST-00095,Synthetic Customer 00095,Small Business,Frankfurt,DE,2022-03-01
CUST-00096,Synthetic Customer 00096,Consumer,Frankfurt,DE,2024-12-06
CUST-00097,Synthetic Customer 00097,Consumer,Stuttgart,DE,2024-09-30
CUST-00098,Synthetic Customer 00098,Small Business,Paris,FR,2023-11-12
CUST-00099,Synthetic Customer 00099,Small Business,Frankfurt,DE,2022-04-09
CUST-00100,Synthetic Customer 00100,Consumer,Berlin,DE,2023-07-20
CUST-00101,Synthetic Customer 00101,Consumer,Paris,FR,2022-07-14
CUST-00102,Synthetic Customer 00102,Small Business,Munich,DE,2023-09-03
CUST-00103,Synthetic Customer 00103,Consumer,Leipzig,DE,2024-11-30
CUST-00104,Synthetic Customer 00104,Small Business,Düsseldorf,DE,2022-08-13
CUST-00105,Synthetic Customer 00105,Small Business,Düsseldorf,DE,2021-10-01
CUST-00106,Synthetic Customer 00106,Consumer,Amsterdam,NL,2024-02-09
CUST-00107,Synthetic Customer 00107,Consumer,Frankfurt,DE,2022-01-25
CUST-00108,Synthetic Customer 00108,Consumer,Frankfurt,DE,2024-07-11
CUST-00109,Synthetic Customer 00109,Consumer,Warsaw,PL,2023-09-11
CUST-00110,Synthetic Customer 00110,Small Business,Hamburg,DE,2023-08-24
CUST-00111,Synthetic Customer 00111,Small Business,Paris,FR,2023-06-14
CUST-00112,Synthetic Customer 00112,Consumer,Cologne,DE,2024-06-14
CUST-00113,Synthetic Customer 00113,Small Business,Berlin,DE,2025-06-14
CUST-00114,Synthetic Customer 00114,Consumer,Cologne,DE,2021-11-30
CUST-00115,Synthetic Customer 00115,Small Business,Berlin,DE,2024-06-30
CUST-00116,Synthetic Customer 00116,Consumer,Cologne,DE,2024-02-13
CUST-00117,Synthetic Customer 00117,Consumer,Hamburg,DE,2024-03-05
CUST-00118,Synthetic Customer 00118,Consumer,Berlin,DE,2024-04-29
CUST-00119,Synthetic Customer 00119,Consumer,Düsseldorf,DE,2023-12-19
CUST-00120,Synthetic Customer 00120,Small Business,Hamburg,DE,2025-01-14
CUST-00121,Synthetic Customer 00121,Small Business,Paris,FR,2021-10-27
CUST-00122,Synthetic Customer 00122,Small Business,Prague,CZ,2022-04-17
CUST-00123,Synthetic Customer 00123,Small Business,Hamburg,DE,2025-05-01
CUST-00124,Synthetic Customer 00124,Consumer,Hamburg,DE,2024-02-01
CUST-00125,Synthetic Customer 00125,Small Business,Stuttgart,DE,2024-07-23
CUST-00126,Synthetic Customer 00126,Consumer,Berlin,DE,2025-06-04
CUST-00127,Synthetic Customer 00127,Small Business,Paris,FR,2024-03-23
CUST-00128,Synthetic Customer 00128,Consumer,Frankfurt,DE,2025-01-24
CUST-00129,Synthetic Customer 00129,Consumer,Berlin,DE,2023-08-31
CUST-00130,Synthetic Customer 00130,Small Business,Stuttgart,DE,2023-06-14
CUST-00131,Synthetic Customer 00131,Consumer,Berlin,DE,2021-10-23
CUST-00132,Synthetic Customer 00132,Consumer,Frankfurt,DE,2023-05-31
CUST-00133,Synthetic Customer 00133,Enterprise,Amsterdam,NL,2023-01-24
CUST-00134,Synthetic Customer 00134,Consumer,Düsseldorf,DE,2025-06-03
CUST-00135,Synthetic Customer 00135,Enterprise,Berlin,DE,2025-07-18
CUST-00136,Synthetic Customer 00136,Enterprise,Berlin,DE,2022-08-09
CUST-00137,Synthetic Customer 00137,Consumer,Prague,CZ,2024-04-02
CUST-00138,Synthetic Customer 00138,Consumer,Leipzig,DE,2023-10-13
CUST-00139,Synthetic Customer 00139,Mid-Market,Amsterdam,NL,2022-11-17
CUST-00140,Synthetic Customer 00140,Consumer,Cologne,DE,2022-06-23
CUST-00141,Synthetic Customer 00141,Small Business,Paris,FR,2022-03-04
CUST-00142,Synthetic Customer 00142,Consumer,Amsterdam,NL,2025-04-15
CUST-00143,Synthetic Customer 00143,Consumer,Munich,DE,2021-10-07
CUST-00144,Synthetic Customer 00144,Consumer,Prague,CZ,2022-09-29
CUST-00145,Synthetic Customer 00145,Consumer,Düsseldorf,DE,2024-10-23
CUST-00146,Synthetic Customer 00146,Small Business,Hamburg,DE,2024-06-05
CUST-00147,Synthetic Customer 00147,Mid-Market,Munich,DE,2022-05-12
CUST-00148,Synthetic Customer 00148,Consumer,Düsseldorf,DE,2024-08-23
CUST-00149,Synthetic Customer 00149,Small Business,Frankfurt,DE,2022-01-04
CUST-00150,Synthetic Customer 00150,Consumer,Stuttgart,DE,2024-01-13
CUST-00151,Synthetic Customer 00151,Consumer,Stuttgart,DE,2024-06-24
CUST-00152,Synthetic Customer 00152,Consumer,Munich,DE,2021-11-16
CUST-00153,Synthetic Customer 00153,Consumer,Berlin,DE,2022-12-07
CUST-00154,Synthetic Customer 00154,Mid-Market,Amsterdam,NL,2023-10-05
CUST-00155,Synthetic Customer 00155,Consumer,Stuttgart,DE,2024-03-01
CUST-00156,Synthetic Customer 00156,Consumer,Düsseldorf,DE,2024-05-04
CUST-00157,Synthetic Customer 00157,Enterprise,Amsterdam,NL,2024-08-15
CUST-00158,Synthetic Customer 00158,Small Business,Paris,FR,2023-03-22
CUST-00159,Synthetic Customer 00159,Mid-Market,Brussels,BE,2024-01-30
CUST-00160,Synthetic Customer 00160,Consumer,Leipzig,DE,2022-03-06
CUST-00161,Synthetic Customer 00161,Consumer,Amsterdam,NL,2022-11-10
CUST-00162,Synthetic Customer 00162,Small Business,Paris,FR,2022-02-19
CUST-00163,Synthetic Customer 00163,Consumer,Berlin,DE,2024-10-08
CUST-00164,Synthetic Customer 00164,Consumer,Amsterdam,NL,2022-06-18
CUST-00165,Synthetic Customer 00165,Small Business,Prague,CZ,2024-05-25
CUST-00166,Synthetic Customer 00166,Consumer,Frankfurt,DE,2024-03-17
CUST-00167,Synthetic Customer 00167,Consumer,Cologne,DE,2021-09-25
CUST-00168,Synthetic Customer 00168,Consumer,Berlin,DE,2023-11-26
CUST-00169,Synthetic Customer 00169,Consumer,Düsseldorf,DE,2025-02-21
CUST-00170,Synthetic Customer 00170,Consumer,Cologne,DE,2025-06-02
CUST-00171,Synthetic Customer 00171,Small Business,Stuttgart,DE,2022-06-12
CUST-00172,Synthetic Customer 00172,Consumer,Stuttgart,DE,2023-12-07
CUST-00173,Synthetic Customer 00173,Consumer,Frankfurt,DE,2022-07-27
CUST-00174,Synthetic Customer 00174,Small Business,Amsterdam,NL,2023-06-25
CUST-00175,Synthetic Customer 00175,Consumer,Berlin,DE,2023-01-29
CUST-00176,Synthetic Customer 00176,Enterprise,Hamburg,DE,2024-11-18
CUST-00177,Synthetic Customer 00177,Small Business,Berlin,DE,2022-08-14
CUST-00178,Synthetic Customer 00178,Consumer,Berlin,DE,2025-06-30
CUST-00179,Synthetic Customer 00179,Consumer,Vienna,AT,2025-05-05
CUST-00180,Synthetic Customer 00180,Mid-Market,Munich,DE,2021-11-18
CUST-00181,Synthetic Customer 00181,Consumer,Cologne,DE,2024-08-06
CUST-00182,Synthetic Customer 00182,Consumer,Düsseldorf,DE,2022-04-19
CUST-00183,Synthetic Customer 00183,Consumer,Stuttgart,DE,2023-03-09
CUST-00184,Synthetic Customer 00184,Consumer,Berlin,DE,2023-10-06
CUST-00185,Synthetic Customer 00185,Consumer,Berlin,DE,2024-03-25
CUST-00186,Synthetic Customer 00186,Consumer,Amsterdam,NL,2025-01-06
CUST-00187,Synthetic Customer 00187,Consumer,Munich,DE,2023-10-26
CUST-00188,Synthetic Customer 00188,Consumer,Brussels,BE,2023-04-22
CUST-00189,Synthetic Customer 00189,Consumer,Frankfurt,DE,2022-03-05
CUST-00190,Synthetic Customer 00190,Consumer,Munich,DE,2022-07-08
CUST-00191,Synthetic Customer 00191,Consumer,Frankfurt,DE,2022-11-24
CUST-00192,Synthetic Customer 00192,Consumer,Berlin,DE,2023-07-13
CUST-00193,Synthetic Customer 00193,Consumer,Brussels,BE,2024-07-09
CUST-00194,Synthetic Customer 00194,Consumer,Brussels,BE,2024-10-07
CUST-00195,Synthetic Customer 00195,Consumer,Berlin,DE,2024-02-29
CUST-00196,Synthetic Customer 00196,Consumer,Vienna,AT,2021-09-16
CUST-00197,Synthetic Customer 00197,Consumer,Berlin,DE,2024-04-27
CUST-00198,Synthetic Customer 00198,Small Business,Frankfurt,DE,2024-04-12
CUST-00199,Synthetic Customer 00199,Small Business,Stuttgart,DE,2024-06-16
CUST-00200,Synthetic Customer 00200,Small Business,Munich,DE,2025-07-27
CUST-00201,Synthetic Customer 00201,Consumer,Warsaw,PL,2025-01-28
CUST-00202,Synthetic Customer 00202,Consumer,Warsaw,PL,2024-08-18
CUST-00203,Synthetic Customer 00203,Consumer,Berlin,DE,2023-01-03
CUST-00204,Synthetic Customer 00204,Consumer,Berlin,DE,2024-12-19
CUST-00205,Synthetic Customer 00205,Consumer,Stuttgart,DE,2023-04-27
CUST-00206,Synthetic Customer 00206,Mid-Market,Frankfurt,DE,2022-06-13
CUST-00207,Synthetic Customer 00207,Consumer,Frankfurt,DE,2025-03-27
CUST-00208,Synthetic Customer 00208,Small Business,Vienna,AT,2022-10-17
CUST-00209,Synthetic Customer 00209,Consumer,Leipzig,DE,2025-04-24
CUST-00210,Synthetic Customer 00210,Consumer,Düsseldorf,DE,2022-12-15
CUST-00211,Synthetic Customer 00211,Mid-Market,Amsterdam,NL,2025-05-12
CUST-00212,Synthetic Customer 00212,Consumer,Munich,DE,2022-07-28
CUST-00213,Synthetic Customer 00213,Consumer,Warsaw,PL,2025-07-24
CUST-00214,Synthetic Customer 00214,Consumer,Berlin,DE,2022-08-02
CUST-00215,Synthetic Customer 00215,Consumer,Berlin,DE,2022-08-31
CUST-00216,Synthetic Customer 00216,Consumer,Berlin,DE,2024-10-01
CUST-00217,Synthetic Customer 00217,Consumer,Stuttgart,DE,2025-02-17
CUST-00218,Synthetic Customer 00218,Consumer,Munich,DE,2025-04-12
CUST-00219,Synthetic Customer 00219,Consumer,Düsseldorf,DE,2025-06-16
CUST-00220,Synthetic Customer 00220,Enterprise,Frankfurt,DE,2023-01-19
CUST-00221,Synthetic Customer 00221,Consumer,Vienna,AT,2024-09-07
CUST-00222,Synthetic Customer 00222,Consumer,Frankfurt,DE,2024-05-24
CUST-00223,Synthetic Customer 00223,Consumer,Stuttgart,DE,2024-01-12
CUST-00224,Synthetic Customer 00224,Small Business,Düsseldorf,DE,2022-11-11
CUST-00225,Synthetic Customer 00225,Small Business,Berlin,DE,2022-08-05
CUST-00226,Synthetic Customer 00226,Consumer,Berlin,DE,2021-12-20
CUST-00227,Synthetic Customer 00227,Consumer,Cologne,DE,2023-02-27
CUST-00228,Synthetic Customer 00228,Small Business,Hamburg,DE,2025-03-01
CUST-00229,Synthetic Customer 00229,Consumer,Hamburg,DE,2025-07-10
CUST-00230,Synthetic Customer 00230,Mid-Market,Düsseldorf,DE,2022-10-18
CUST-00231,Synthetic Customer 00231,Consumer,Amsterdam,NL,2025-04-07
CUST-00232,Synthetic Customer 00232,Consumer,Warsaw,PL,2024-09-21
CUST-00233,Synthetic Customer 00233,Small Business,Berlin,DE,2024-07-01
CUST-00234,Synthetic Customer 00234,Small Business,Leipzig,DE,2022-03-20
CUST-00235,Synthetic Customer 00235,Consumer,Prague,CZ,2024-08-10
CUST-00236,Synthetic Customer 00236,Consumer,Düsseldorf,DE,2024-01-18
CUST-00237,Synthetic Customer 00237,Consumer,Hamburg,DE,2022-07-21
CUST-00238,Synthetic Customer 00238,Consumer,Hamburg,DE,2025-04-09
CUST-00239,Synthetic Customer 00239,Consumer,Warsaw,PL,2025-07-19
CUST-00240,Synthetic Customer 00240,Enterprise,Munich,DE,2023-01-11
CUST-00241,Synthetic Customer 00241,Enterprise,Hamburg,DE,2022-05-15
CUST-00242,Synthetic Customer 00242,Enterprise,Düsseldorf,DE,2024-09-12
CUST-00243,Synthetic Customer 00243,Small Business,Hamburg,DE,2022-03-20
CUST-00244,Synthetic Customer 00244,Consumer,Stuttgart,DE,2025-05-05
CUST-00245,Synthetic Customer 00245,Small Business,Cologne,DE,2022-12-25
CUST-00246,Synthetic Customer 00246,Consumer,Berlin,DE,2024-02-17
CUST-00247,Synthetic Customer 00247,Consumer,Hamburg,DE,2023-08-15
CUST-00248,Synthetic Customer 00248,Consumer,Paris,FR,2022-10-21
CUST-00249,Synthetic Customer 00249,Consumer,Berlin,DE,2021-11-14
CUST-00250,Synthetic Customer 00250,Consumer,Munich,DE,2024-07-16
CUST-00251,Synthetic Customer 00251,Small Business,Stuttgart,DE,2022-08-15
CUST-00252,Synthetic Customer 00252,Enterprise,Paris,FR,2023-12-04
CUST-00253,Synthetic Customer 00253,Small Business,Paris,FR,2023-11-05
CUST-00254,Synthetic Customer 00254,Small Business,Stuttgart,DE,2024-05-11
CUST-00255,Synthetic Customer 00255,Mid-Market,Frankfurt,DE,2025-01-29
CUST-00256,Synthetic Customer 00256,Consumer,Munich,DE,2023-06-26
CUST-00257,Synthetic Customer 00257,Consumer,Frankfurt,DE,2021-10-26
CUST-00258,Synthetic Customer 00258,Small Business,Munich,DE,2024-08-09
CUST-00259,Synthetic Customer 00259,Consumer,Amsterdam,NL,2022-05-18
CUST-00260,Synthetic Customer 00260,Consumer,Berlin,DE,2024-06-19
CUST-00261,Synthetic Customer 00261,Consumer,Berlin,DE,2023-02-16
CUST-00262,Synthetic Customer 00262,Consumer,Warsaw,PL,2022-02-09
CUST-00263,Synthetic Customer 00263,Consumer,Cologne,DE,2023-02-24
CUST-00264,Synthetic Customer 00264,Small Business,Frankfurt,DE,2025-01-02
CUST-00265,Synthetic Customer 00265,Consumer,Frankfurt,DE,2023-08-21
CUST-00266,Synthetic Customer 00266,Consumer,Stuttgart,DE,2021-10-25
CUST-00267,Synthetic Customer 00267,Enterprise,Cologne,DE,2021-12-25
CUST-00268,Synthetic Customer 00268,Consumer,Prague,CZ,2021-10-15
CUST-00269,Synthetic Customer 00269,Small Business,Cologne,DE,2024-10-08
CUST-00270,Synthetic Customer 00270,Consumer,Hamburg,DE,2023-01-28
CUST-00271,Synthetic Customer 00271,Consumer,Frankfurt,DE,2024-12-13
CUST-00272,Synthetic Customer 00272,Consumer,Vienna,AT,2022-07-29
CUST-00273,Synthetic Customer 00273,Enterprise,Brussels,BE,2025-07-26
CUST-00274,Synthetic Customer 00274,Consumer,Stuttgart,DE,2023-12-05
CUST-00275,Synthetic Customer 00275,Consumer,Prague,CZ,2024-08-18
CUST-00276,Synthetic Customer 00276,Consumer,Stuttgart,DE,2024-03-03
CUST-00277,Synthetic Customer 00277,Consumer,Berlin,DE,2024-04-28
CUST-00278,Synthetic Customer 00278,Consumer,Hamburg,DE,2025-07-15
CUST-00279,Synthetic Customer 00279,Consumer,Frankfurt,DE,2022-02-08
CUST-00280,Synthetic Customer 00280,Consumer,Warsaw,PL,2023-10-05
CUST-00281,Synthetic Customer 00281,Consumer,Berlin,DE,2021-11-29
CUST-00282,Synthetic Customer 00282,Enterprise,Berlin,DE,2022-10-13
CUST-00283,Synthetic Customer 00283,Consumer,Stuttgart,DE,2023-06-06
CUST-00284,Synthetic Customer 00284,Consumer,Warsaw,PL,2022-04-10
CUST-00285,Synthetic Customer 00285,Small Business,Frankfurt,DE,2024-06-28
CUST-00286,Synthetic Customer 00286,Small Business,Düsseldorf,DE,2022-09-16
CUST-00287,Synthetic Customer 00287,Small Business,Berlin,DE,2025-04-27
CUST-00288,Synthetic Customer 00288,Consumer,Leipzig,DE,2023-11-12
CUST-00289,Synthetic Customer 00289,Small Business,Cologne,DE,2021-12-09
CUST-00290,Synthetic Customer 00290,Consumer,Berlin,DE,2023-02-21
CUST-00291,Synthetic Customer 00291,Consumer,Berlin,DE,2022-07-31
CUST-00292,Synthetic Customer 00292,Consumer,Cologne,DE,2022-05-06
CUST-00293,Synthetic Customer 00293,Consumer,Berlin,DE,2023-10-19
CUST-00294,Synthetic Customer 00294,Consumer,Düsseldorf,DE,2022-01-02
CUST-00295,Synthetic Customer 00295,Small Business,Frankfurt,DE,2023-02-16
CUST-00296,Synthetic Customer 00296,Consumer,Berlin,DE,2025-01-10
CUST-00297,Synthetic Customer 00297,Consumer,Hamburg,DE,2025-04-05
CUST-00298,Synthetic Customer 00298,Consumer,Düsseldorf,DE,2024-06-13
CUST-00299,Synthetic Customer 00299,Consumer,Vienna,AT,2022-12-04
CUST-00300,Synthetic Customer 00300,Mid-Market,Berlin,DE,2024-06-04
CUST-00301,Synthetic Customer 00301,Consumer,Brussels,BE,2023-07-27
CUST-00302,Synthetic Customer 00302,Consumer,Berlin,DE,2025-01-10
CUST-00303,Synthetic Customer 00303,Small Business,Düsseldorf,DE,2025-01-26
CUST-00304,Synthetic Customer 00304,Small Business,Stuttgart,DE,2024-08-15
CUST-00305,Synthetic Customer 00305,Consumer,Warsaw,PL,2023-09-20
CUST-00306,Synthetic Customer 00306,Consumer,Hamburg,DE,2022-02-15
CUST-00307,Synthetic Customer 00307,Consumer,Berlin,DE,2024-05-12
CUST-00308,Synthetic Customer 00308,Consumer,Munich,DE,2022-05-31
CUST-00309,Synthetic Customer 00309,Consumer,Frankfurt,DE,2021-10-03
CUST-00310,Synthetic Customer 00310,Consumer,Düsseldorf,DE,2023-11-03
CUST-00311,Synthetic Customer 00311,Consumer,Hamburg,DE,2022-11-17
CUST-00312,Synthetic Customer 00312,Small Business,Berlin,DE,2023-04-15
CUST-00313,Synthetic Customer 00313,Enterprise,Cologne,DE,2022-05-28
CUST-00314,Synthetic Customer 00314,Consumer,Amsterdam,NL,2022-12-25
CUST-00315,Synthetic Customer 00315,Consumer,Munich,DE,2024-02-26
CUST-00316,Synthetic Customer 00316,Consumer,Cologne,DE,2024-07-03
CUST-00317,Synthetic Customer 00317,Consumer,Frankfurt,DE,2022-10-18
CUST-00318,Synthetic Customer 00318,Consumer,Berlin,DE,2024-09-26
CUST-00319,Synthetic Customer 00319,Small Business,Berlin,DE,2025-07-15
CUST-00320,Synthetic Customer 00320,Consumer,Munich,DE,2023-10-18
CUST-00321,Synthetic Customer 00321,Small Business,Warsaw,PL,2025-04-01
CUST-00322,Synthetic Customer 00322,Consumer,Berlin,DE,2025-03-31
CUST-00323,Synthetic Customer 00323,Consumer,Hamburg,DE,2024-05-03
CUST-00324,Synthetic Customer 00324,Small Business,Munich,DE,2022-07-21
CUST-00325,Synthetic Customer 00325,Consumer,Berlin,DE,2024-06-03
CUST-00326,Synthetic Customer 00326,Consumer,Berlin,DE,2025-01-21
CUST-00327,Synthetic Customer 00327,Consumer,Hamburg,DE,2023-03-22
CUST-00328,Synthetic Customer 00328,Consumer,Düsseldorf,DE,2024-06-10
CUST-00329,Synthetic Customer 00329,Small Business,Berlin,DE,2024-03-07
CUST-00330,Synthetic Customer 00330,Consumer,Warsaw,PL,2024-06-10
CUST-00331,Synthetic Customer 00331,Consumer,Berlin,DE,2025-07-12
CUST-00332,Synthetic Customer 00332,Consumer,Stuttgart,DE,2023-11-03
CUST-00333,Synthetic Customer 00333,Consumer,Munich,DE,2024-08-15
CUST-00334,Synthetic Customer 00334,Consumer,Berlin,DE,2023-10-20
CUST-00335,Synthetic Customer 00335,Small Business,Hamburg,DE,2022-04-17
CUST-00336,Synthetic Customer 00336,Consumer,Brussels,BE,2023-08-05
CUST-00337,Synthetic Customer 00337,Consumer,Leipzig,DE,2021-09-13
CUST-00338,Synthetic Customer 00338,Consumer,Berlin,DE,2024-06-04
CUST-00339,Synthetic Customer 00339,Consumer,Warsaw,PL,2023-03-26
CUST-00340,Synthetic Customer 00340,Small Business,Paris,FR,2022-03-25
CUST-00341,Synthetic Customer 00341,Consumer,Munich,DE,2024-06-12
CUST-00342,Synthetic Customer 00342,Consumer,Paris,FR,2024-11-13
CUST-00343,Synthetic Customer 00343,Small Business,Stuttgart,DE,2024-01-11
CUST-00344,Synthetic Customer 00344,Small Business,Hamburg,DE,2024-09-15
CUST-00345,Synthetic Customer 00345,Small Business,Berlin,DE,2021-10-18
CUST-00346,Synthetic Customer 00346,Consumer,Vienna,AT,2025-05-30
CUST-00347,Synthetic Customer 00347,Mid-Market,Munich,DE,2023-01-19
CUST-00348,Synthetic Customer 00348,Consumer,Warsaw,PL,2024-12-10
CUST-00349,Synthetic Customer 00349,Consumer,Amsterdam,NL,2025-04-15
